Nr okr.,TERYT,Gmina,L. obw.,Liczba wyborców,Otrzymane karty,Niewykorzystane karty,Wydane karty,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,Pakiety wyborcze,Koperty zwrotne,Koperty  bez oświadczenia,Niepodpisane oświadczenie,Koperty zwrotne bez koperty na kartę do głosowania,Niezaklejona koperta na kartę do głosowania,Koperty na kartę do głosowania wrzucone do urny,Karty wyjęte z urny,Karty wyjęte z kopert na karty do głosowania,Karty nieważne,Karty ważne,Głosy nieważne,w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona",Głosy ważne,1 - Komitet Wyborczy Prawo i Sprawiedliwość,2 - Komitet Wyborczy Platforma Obywatelska RP,3 - Komitet Wyborczy Partia Razem,4 - Komitet Wyborczy KORWiN,5 - Komitet Wyborczy Polskie Stronnictwo Ludowe,6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7 - Komitet Wyborczy Wyborców „Kukiz'15”,8 - Komitet Wyborczy Nowoczesna Ryszarda Petru,9 - Komitet Wyborczy Wyborców JOW Bezpartyjni,10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi,11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej,12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska,13 - Komitet Wyborczy Samoobrona,14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”,15 - Komitet Wyborczy Kongres Nowej Prawicy,16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka,16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu
13,120601,gm. Czernichów,12,11135,8491,2829,5662,0,26,3,3,0,0,0,0,3,5665,3,0,5665,172,111,50,0,5493,2809,922,189,346,220,228,421,334,,,,,,10.0,14.0,,
13,120602,gm. Igołomia-Wawrzeńczyce,7,6140,4622,2094,2528,3,6,0,0,0,0,0,0,0,2528,0,0,2528,94,55,22,0,2434,1178,358,59,81,318,97,248,76,,,,,,6.0,13.0,,
13,120603,gm. Iwanowice,6,7029,5320,1679,3641,3,22,3,3,0,0,0,0,3,3643,3,0,3643,113,86,21,0,3530,1779,408,95,160,551,102,258,155,,,,,,8.0,14.0,,
13,120604,gm. Jerzmanowice-Przeginia,8,8746,6620,2057,4563,0,21,0,0,0,0,0,0,0,4562,0,0,4562,197,135,55,0,4365,2309,560,125,266,194,210,410,253,,,,,,26.0,12.0,,
13,120605,gm. Kocmyrzów-Luborzyca,10,11494,8701,2692,6009,3,45,1,1,0,0,0,0,1,6009,1,0,6009,179,135,42,0,5830,2621,1099,162,306,571,233,477,334,,,,,,19.0,8.0,,
13,120606,gm. Krzeszowice,26,26240,20056,5802,14254,19,104,10,10,1,0,0,0,9,14257,9,0,14257,383,237,129,0,13874,6096,2727,544,735,538,813,1408,921,,,,,,46.0,46.0,,
13,120607,gm. Liszki,12,13115,9913,2943,6970,2,38,4,4,0,0,0,0,4,6973,4,0,6973,186,140,46,0,6787,3823,1067,170,352,285,188,477,389,,,,,,13.0,23.0,,
13,120608,gm. Michałowice,5,7517,5639,1340,4299,4,49,1,1,0,0,0,0,1,4299,1,1,4298,91,61,28,0,4207,1816,881,130,258,180,161,320,445,,,,,,9.0,7.0,,
13,120609,gm. Mogilany,8,10276,7699,1609,6090,5,56,2,2,0,0,0,0,2,6092,2,0,6092,129,88,36,0,5963,2673,1281,168,327,279,198,435,573,,,,,,15.0,14.0,,
13,120610,gm. Skała,7,8258,6251,1934,4317,3,13,0,0,0,0,0,0,0,4317,0,0,4317,124,108,14,0,4193,1985,601,138,247,514,144,319,230,,,,,,10.0,5.0,,
13,120611,gm. Skawina,25,33741,25624,7503,18121,26,96,4,4,0,0,0,0,4,18122,4,0,18122,451,286,151,0,17671,8634,3639,577,1041,424,727,1338,1170,,,,,,64.0,57.0,,
13,120612,gm. Słomniki,12,10965,8328,3095,5233,3,25,2,2,0,0,0,0,2,5233,2,0,5233,162,120,42,0,5071,2732,647,131,252,435,187,429,233,,,,,,10.0,15.0,,
13,120613,gm. Sułoszowa,5,4661,3529,1025,2504,4,4,0,0,0,0,0,0,0,2504,0,0,2504,84,53,31,0,2420,1436,188,54,84,378,60,151,56,,,,,,7.0,6.0,,
13,120614,gm. Świątniki Górne,5,7718,5790,1642,4147,1,29,1,1,0,0,0,0,1,4148,1,1,4147,87,66,19,0,4060,2039,812,77,231,61,109,428,281,,,,,,14.0,8.0,,
13,120615,gm. Wielka Wieś,9,8719,6630,1402,5228,2,35,6,6,0,0,0,0,6,5233,6,0,5233,131,77,51,0,5102,2235,1025,140,352,199,215,409,515,,,,,,8.0,4.0,,
13,120616,gm. Zabierzów,21,20153,15370,2939,12431,7,104,7,7,0,0,0,0,7,12437,7,0,12437,333,217,109,0,12104,5019,2956,392,740,325,518,912,1182,,,,,,29.0,31.0,,
13,120617,gm. Zielonki,14,15494,11662,2049,9613,2,96,10,9,1,0,0,0,8,9621,8,1,9620,182,125,38,0,9438,3462,2228,317,566,324,448,649,1396,,,,,,28.0,20.0,,
14,120701,m. Limanowa,14,11979,9359,2248,7111,5,55,5,5,0,0,0,0,5,7113,5,0,7113,189,134,52,0,6924,3916,1033,157,274,241,193,800,275,,19.0,,,,,16.0,,
14,120702,m. Mszana Dolna,4,6113,4679,1268,3411,9,30,0,0,0,0,0,0,0,3410,0,0,3410,78,62,16,0,3332,1862,612,94,122,75,88,275,186,,9.0,,,,,9.0,,
14,120703,gm. Dobra,9,7639,5840,2216,3624,1,27,7,7,0,0,0,0,7,3629,7,0,3629,139,108,29,0,3490,2115,416,96,183,172,92,302,92,,16.0,,,,,6.0,,
14,120704,gm. Jodłownik,9,6523,4900,1657,3243,6,13,0,0,0,0,0,0,0,3243,0,0,3243,165,131,34,0,3078,2011,276,65,106,240,54,251,48,,14.0,,,,,13.0,,
14,120705,gm. Kamienica,6,5841,4479,1524,2953,6,21,0,0,0,0,0,0,0,2953,0,0,2953,140,101,39,0,2813,1867,210,46,83,271,30,243,51,,6.0,,,,,6.0,,
14,120706,gm. Laskowa,7,5840,4490,767,3723,3,27,0,0,0,0,0,0,0,3721,0,0,3721,111,90,21,0,3610,2839,150,51,122,120,38,225,50,,11.0,,,,,4.0,,
14,120707,gm. Limanowa,19,18637,14215,3474,10741,2,60,11,10,0,0,0,0,10,10750,10,0,10750,354,279,71,0,10396,7196,662,187,306,830,142,791,217,,44.0,,,,,21.0,,
14,120708,gm. Łukowica,7,7291,5560,1531,4029,1,30,0,0,0,0,0,0,0,4028,0,0,4028,151,107,44,0,3877,2621,348,58,181,267,71,233,75,,8.0,,,,,15.0,,
14,120709,gm. Mszana Dolna,13,13101,9991,3267,6724,4,46,1,1,0,0,0,0,1,6725,1,0,6725,278,228,50,0,6447,4580,790,90,179,186,62,351,129,,62.0,,,,,18.0,,
14,120710,gm. Niedźwiedź,4,5380,4080,1868,2212,0,27,0,0,0,0,0,0,0,2212,0,0,2212,100,79,20,0,2112,1402,277,46,71,62,30,134,35,,45.0,,,,,10.0,,
14,120711,gm. Słopnice,5,4592,3510,932,2578,0,10,0,0,0,0,0,0,0,2578,0,0,2578,93,63,15,0,2485,1888,156,49,63,81,11,189,35,,9.0,,,,,4.0,,
14,120712,gm. Tymbark,5,4945,3770,730,3040,7,21,0,0,0,0,0,0,0,3040,0,0,3040,85,68,17,0,2955,2087,293,58,141,74,34,203,50,,10.0,,,,,5.0,,
13,120801,gm. Charsznica,8,6193,4735,2188,2547,4,12,0,0,0,0,0,0,0,2547,0,0,2547,77,48,20,0,2470,1187,235,80,125,333,179,239,70,,,,,,18.0,4.0,,
13,120802,gm. Gołcza,7,5040,3857,1430,2427,1,7,0,0,0,0,0,0,0,2425,0,0,2425,90,52,29,0,2335,1481,186,50,69,231,98,151,61,,,,,,5.0,3.0,,
13,120803,gm. Kozłów,9,3957,3020,1532,1488,1,14,0,0,0,0,0,0,0,1488,0,0,1488,75,52,17,0,1413,780,108,44,63,152,84,143,29,,,,,,6.0,4.0,,
13,120804,gm. Książ Wielki,11,4369,3319,1386,1932,0,23,0,0,0,0,0,0,0,1933,0,0,1933,64,40,24,0,1869,962,134,38,78,295,104,189,54,,,,,,9.0,6.0,,
13,120805,gm. Miechów,23,16087,12411,4638,7773,3,38,0,0,0,0,0,0,0,7773,0,0,7773,161,108,50,0,7612,3344,1200,200,377,717,567,831,355,,,,,,10.0,11.0,,
13,120806,gm. Racławice,3,2082,1590,847,743,0,2,0,0,0,0,0,0,0,743,0,0,743,23,18,5,0,720,343,72,12,22,167,37,51,15,,,,,,0.0,1.0,,
13,120807,gm. Słaboszów,4,3065,2330,1199,1131,0,7,2,2,0,0,0,0,2,1133,2,0,1133,56,45,11,0,1077,492,69,27,47,264,63,91,20,,,,,,4.0,0.0,,
12,120901,gm. Dobczyce,9,11621,8852,2409,6443,1,48,1,1,0,0,0,0,1,6441,1,0,6441,178,134,37,0,6263,3376,1039,198,434,152,195,598,271,,,,,,,,,
12,120902,gm. Lubień,5,7516,5743,1539,4204,5,32,0,0,0,0,0,0,0,4202,0,0,4202,139,114,18,0,4063,2937,332,74,174,78,63,301,104,,,,,,,,,
12,120903,gm. Myślenice,29,33827,25594,5964,19629,6,127,44,43,0,1,1,0,42,19670,42,0,19670,410,311,85,0,19260,10739,3355,440,981,350,605,1400,1390,,,,,,,,,
12,120904,gm. Pcim,8,8440,6422,1603,4819,4,18,1,1,0,0,0,0,1,4819,1,0,4819,191,145,22,0,4628,3292,503,77,181,74,74,286,141,,,,,,,,,
12,120905,gm. Raciechowice,5,4993,3791,1336,2454,3,15,0,0,0,0,0,0,0,2454,0,0,2454,100,89,11,0,2354,1345,308,39,93,204,67,233,65,,,,,,,,,
12,120906,gm. Siepraw,4,6636,5010,1449,3561,3,18,2,2,0,0,0,0,2,3562,2,0,3562,58,43,7,0,3504,2107,462,79,199,55,79,300,223,,,,,,,,,
12,120907,gm. Sułkowice,9,11357,8570,2993,5577,2,27,5,5,0,0,0,0,5,5578,5,0,5578,230,188,40,0,5348,2981,804,148,311,87,178,511,328,,,,,,,,,
12,120908,gm. Tokarnia,6,6560,5010,1360,3650,0,12,1,1,0,0,0,0,1,3651,1,0,3651,144,116,28,0,3507,2514,325,59,144,61,53,236,115,,,,,,,,,
12,120909,gm. Wiśniowa,7,5534,4200,1097,3103,1,14,0,0,0,0,0,0,0,3103,0,0,3103,132,112,19,0,2971,2001,250,69,121,155,39,262,74,,,,,,,,,
14,121001,m. Grybów,5,4807,3688,875,2813,7,20,0,0,0,0,0,0,0,2813,0,0,2813,69,47,20,0,2744,1678,285,42,143,55,61,392,65,,10.0,,,,,13.0,,
14,121002,gm. Chełmiec,22,20806,15935,3769,12166,7,51,0,0,0,0,0,0,0,12164,0,0,12164,364,273,74,0,11800,7958,1215,222,605,377,203,838,301,,39.0,,,,,42.0,,
14,121003,gm. Gródek nad Dunajcem,7,6921,5252,1652,3600,1,45,1,1,0,0,0,0,1,3601,1,0,3601,142,108,34,0,3459,2317,235,83,104,373,47,198,74,,20.0,,,,,8.0,,
14,121004,gm. Grybów,15,18404,13999,2735,11264,19,72,0,0,0,0,0,0,0,11260,0,0,11260,345,246,94,0,10915,8020,701,184,448,322,121,925,147,,30.0,,,,,17.0,,
14,121005,gm. Kamionka Wielka,8,7522,5730,1263,4467,0,16,0,0,0,0,0,0,0,4467,0,0,4467,152,101,47,0,4315,2952,357,74,235,165,72,367,62,,14.0,,,,,17.0,,
14,121006,gm. Korzenna,9,10741,8168,2119,6049,12,23,0,0,0,0,0,0,0,6049,0,0,6049,223,154,66,0,5826,4154,377,97,195,408,62,412,92,,20.0,,,,,9.0,,
14,121007,gm. Krynica-Zdrój,18,14233,11051,3549,7502,8,632,7,7,0,0,0,0,7,7505,7,0,7505,225,172,48,0,7280,3511,1509,236,331,267,346,570,447,,39.0,,,,,24.0,,
14,121008,gm. Łabowa,5,4227,3230,1089,2141,0,12,0,0,0,0,0,0,0,2141,0,0,2141,95,67,21,0,2046,1498,156,27,77,75,38,119,41,,7.0,,,,,8.0,,
14,121009,gm. Łącko,12,12095,9230,2751,6479,2,18,0,0,0,0,0,0,0,6475,0,0,6475,280,206,69,0,6195,4180,484,82,250,438,72,473,178,,28.0,,,,,10.0,,
14,121010,gm. Łososina Dolna,7,7962,6060,1318,4742,3,39,3,2,0,0,0,0,2,4744,2,0,4744,135,80,48,0,4609,3514,296,72,154,197,50,224,75,,15.0,,,,,12.0,,
14,121011,gm. Muszyna,14,9221,6945,2286,4659,2,181,3,3,0,0,0,0,3,4662,3,0,4662,159,101,50,0,4503,2501,829,116,172,163,140,378,172,,22.0,,,,,10.0,,
14,121012,gm. Nawojowa,8,6194,4740,1303,3437,4,11,2,2,0,0,0,0,2,3438,2,0,3438,127,89,38,0,3311,2327,316,59,113,101,49,253,70,,17.0,,,,,6.0,,
14,121013,gm. Piwniczna-Zdrój,8,8429,6342,2332,4010,1,107,0,0,0,0,0,0,0,4010,0,0,4010,126,93,33,0,3884,2427,486,87,158,172,67,294,155,,21.0,,,,,17.0,,
14,121014,gm. Podegrodzie,13,9453,7261,1897,5364,3,22,0,0,0,0,0,0,0,5363,0,0,5363,174,120,49,0,5189,3597,420,67,196,269,60,423,127,,13.0,,,,,17.0,,
14,121015,gm. Rytro,2,2975,2270,666,1604,0,5,2,2,0,0,0,0,2,1604,2,0,1604,59,44,14,0,1545,1037,158,32,69,50,22,118,40,,8.0,,,,,11.0,,
14,121016,gm. Stary Sącz,15,18029,13831,3613,10218,10,69,5,5,0,0,0,0,5,10215,5,0,10215,310,238,61,0,9905,6401,1110,193,391,601,164,638,316,,63.0,,,,,28.0,,
14,121101,m. Nowy Targ,22,26503,20555,7363,13192,10,116,5,5,0,0,0,0,5,13189,5,0,13189,310,210,91,0,12879,5884,2765,375,658,382,549,1272,871,,83.0,,,,,40.0,,
14,121102,gm. Szczawnica,6,6129,4520,1657,2863,3,222,4,4,0,0,0,0,4,2867,4,0,2867,143,105,37,0,2724,1140,653,69,147,105,84,231,268,,17.0,,,,,10.0,,
14,121103,gm. Czarny Dunajec,23,17002,13361,6856,6505,0,37,4,4,0,0,0,0,4,6509,4,0,6509,264,196,60,0,6245,4209,771,101,206,266,63,438,130,,26.0,,,,,35.0,,
14,121104,gm. Czorsztyn,7,5854,4520,1845,2675,0,42,1,1,0,0,0,0,1,2676,1,0,2676,138,110,23,0,2538,1202,557,72,139,171,58,223,97,,14.0,,,,,5.0,,
14,121105,gm. Jabłonka,11,13884,10590,3859,6731,0,40,6,6,0,0,0,0,6,6737,6,0,6737,254,161,60,0,6483,4892,445,97,266,135,48,444,125,,17.0,,,,,14.0,,
14,121106,gm. Krościenko nad Dunajcem,6,5360,4041,1399,2642,3,73,2,2,0,0,0,0,2,2644,2,0,2644,120,87,32,0,2524,1303,350,29,82,139,62,198,350,,9.0,,,,,2.0,,
14,121107,gm. Lipnica Wielka,5,4483,3420,1219,2201,1,11,0,0,0,0,0,0,0,2200,0,0,2200,89,68,21,0,2111,1306,168,28,45,38,13,470,29,,6.0,,,,,8.0,,
14,121108,gm. Łapsze Niżne,9,7137,5499,2656,2843,0,33,1,1,0,0,0,0,1,2844,1,0,2844,102,71,28,0,2742,1589,402,71,106,217,46,226,55,,15.0,,,,,15.0,,
14,121109,gm. Nowy Targ,21,18010,13941,6002,7939,4,36,0,0,0,0,0,0,0,7939,0,0,7939,365,286,67,0,7574,4550,1113,137,314,477,113,541,281,,27.0,,,,,21.0,,
14,121110,gm. Ochotnica Dolna,5,6373,4809,1717,3092,0,29,0,0,0,0,0,0,0,3092,0,0,3092,126,84,42,0,2966,2089,252,36,99,159,14,193,109,,6.0,,,,,9.0,,
14,121111,gm. Raba Wyżna,11,11206,8562,3209,5353,0,34,0,0,0,0,0,0,0,5352,0,0,5352,211,168,43,0,5141,3555,542,115,160,108,102,365,156,,22.0,,,,,16.0,,
14,121112,gm. Rabka-Zdrój,13,13983,10670,3123,7547,11,196,2,2,0,0,0,0,2,7549,2,0,7549,200,142,58,0,7349,4318,1212,212,264,127,222,562,381,,42.0,,,,,9.0,,
14,121113,gm. Spytkowice,5,3360,2590,1038,1552,4,6,0,0,0,0,0,0,0,1550,0,0,1550,59,42,14,0,1491,988,133,26,66,41,23,155,43,,13.0,,,,,3.0,,
14,121114,gm. Szaflary,10,8299,6434,3241,3193,1,22,0,0,0,0,0,0,0,3192,0,0,3192,139,108,31,0,3053,2102,329,61,118,89,26,215,88,,20.0,,,,,5.0,,
13,121201,m. Bukowno,10,8580,6545,2179,4366,2,20,2,2,0,0,0,0,2,4367,2,0,4367,123,89,31,0,4244,1480,960,172,271,54,573,443,273,,,,,,10.0,8.0,,
13,121203,gm. Bolesław,5,6581,5030,1918,3112,2,7,0,0,0,0,0,0,0,3112,0,0,3112,91,64,22,0,3021,955,705,127,165,62,435,372,175,,,,,,12.0,13.0,,
13,121204,gm. Klucze,14,12517,9493,2831,6662,3,41,2,2,0,0,0,0,2,6664,2,3,6661,194,157,35,0,6467,2102,1282,205,282,188,878,1162,346,,,,,,12.0,10.0,,
13,121205,gm. Olkusz,34,40118,30948,8588,22360,15,99,7,7,1,0,0,0,6,22361,6,0,22361,460,325,120,0,21901,9538,4314,656,1236,490,1905,2310,1365,,,,,,42.0,45.0,,
13,121206,gm. Trzyciąż,4,5701,4300,1609,2691,0,10,1,1,0,0,0,0,1,2691,1,0,2691,103,83,15,0,2588,1496,239,69,115,242,110,252,52,,,,,,7.0,6.0,,
13,121207,gm. Wolbrom,20,18852,14309,4771,9538,5,46,0,0,0,0,0,0,0,9538,0,0,9538,257,206,51,0,9281,4526,1895,236,450,458,514,836,327,,,,,,15.0,24.0,,
12,121301,m. Oświęcim,27,31737,24577,6566,18010,16,76,37,37,0,0,0,0,37,18041,37,0,18041,428,316,101,0,17613,6424,5037,672,782,270,1667,1345,1416,,,,,,,,,
12,121302,gm. Brzeszcze,12,17357,13239,2619,10620,4,33,27,27,0,0,0,0,27,10646,27,1,10645,350,280,65,0,10295,4791,2024,433,320,176,856,1183,512,,,,,,,,,
12,121303,gm. Chełmek,9,10425,7921,2123,5798,5,19,3,3,0,0,0,0,3,5800,3,0,5800,200,164,27,0,5600,2234,1618,243,260,67,374,502,302,,,,,,,,,
12,121304,gm. Kęty,21,27013,20641,5273,15367,17,62,7,7,0,0,0,0,7,15367,7,0,15367,401,318,68,0,14966,6894,3636,522,589,349,778,1272,926,,,,,,,,,
12,121305,gm. Osiek,4,6476,4890,1405,3485,0,7,0,0,0,0,0,0,0,3485,0,0,3485,180,159,21,0,3305,1627,539,95,119,251,189,338,147,,,,,,,,,
12,121306,gm. Oświęcim,15,14596,11171,2261,8910,7,13,3,3,0,0,0,0,3,8910,3,0,8910,304,212,39,0,8606,3834,1822,348,397,252,657,714,582,,,,,,,,,
12,121307,gm. Polanka Wielka,3,3414,2590,656,1934,1,0,0,0,0,0,0,0,0,1934,0,0,1934,95,62,6,0,1839,797,225,56,53,432,84,140,52,,,,,,,,,
12,121308,gm. Przeciszów,3,5439,4130,1302,2828,0,7,0,0,0,0,0,0,0,2828,0,0,2828,89,75,11,0,2739,1267,565,105,111,163,171,225,132,,,,,,,,,
12,121309,gm. Zator,11,7531,5764,1658,4106,4,15,0,0,0,0,0,0,0,4105,0,0,4105,161,147,14,0,3944,2100,846,113,170,132,173,268,142,,,,,,,,,
15,121401,gm. Koniusza,10,7024,5352,2388,2964,1,9,0,0,0,0,0,0,0,2963,0,0,2963,125,92,32,0,2838,1300,296,65,103,434,124,433,70,,,,,,4.0,9.0,,
15,121402,gm. Koszyce,3,4646,3530,1808,1722,3,9,0,0,0,0,0,0,0,1722,0,0,1722,57,43,14,0,1665,785,161,37,65,309,59,216,25,,,,,,1.0,7.0,,
15,121403,gm. Nowe Brzesko,5,4695,3583,1412,2171,3,3,0,0,0,0,0,0,0,2171,0,0,2171,79,59,17,0,2092,1014,182,33,78,334,80,300,67,,,,,,0.0,4.0,,
15,121404,gm. Pałecznica,5,2879,2175,807,1368,0,12,0,0,0,0,0,0,0,1368,0,0,1368,52,41,10,0,1316,362,37,12,25,776,13,81,7,,,,,,2.0,1.0,,
15,121405,gm. Proszowice,14,13354,10262,4229,6033,12,17,0,0,0,0,0,0,0,6033,0,0,6033,157,131,20,0,5876,2456,748,114,176,811,223,1176,146,,,,,,11.0,15.0,,
15,121406,gm. Radziemice,4,2769,2113,930,1183,1,3,0,0,0,0,0,0,0,1181,0,0,1181,55,42,13,0,1126,416,58,12,13,446,21,134,18,,,,,,7.0,1.0,,
12,121501,m. Jordanów,3,4177,3230,961,2269,2,10,1,0,0,0,0,0,0,2267,0,0,2267,71,61,9,0,2196,1067,383,74,124,67,135,225,121,,,,,,,,,
12,121502,m. Sucha Beskidzka,7,7711,6029,1738,4291,4,62,0,0,0,0,0,0,0,4289,0,0,4289,149,119,30,0,4140,1658,1138,107,214,82,269,316,356,,,,,,,,,
12,121503,gm. Budzów,6,6663,5040,2022,3018,4,13,1,1,0,0,0,0,1,3019,1,0,3019,128,94,26,0,2891,1768,277,79,157,229,65,218,98,,,,,,,,,
12,121504,gm. Bystra-Sidzina,4,5168,3930,1516,2414,0,12,0,0,0,0,0,0,0,2414,0,0,2414,111,83,28,0,2303,1490,199,65,108,147,60,185,49,,,,,,,,,
12,121505,gm. Jordanów,7,8384,6436,2182,4254,3,16,0,0,0,0,0,0,0,4254,0,0,4254,149,124,24,0,4105,2787,313,88,170,181,89,352,125,,,,,,,,,
12,121506,gm. Maków Podhalański,12,12981,9894,2990,6904,2,47,1,1,0,0,0,0,1,6902,1,0,6902,207,168,34,0,6695,4010,1107,149,300,190,178,477,284,,,,,,,,,
12,121507,gm. Stryszawa,8,9556,7280,2183,5097,1,41,1,1,0,0,0,0,1,5098,1,0,5098,179,135,39,0,4919,2852,748,119,211,205,223,346,215,,,,,,,,,
12,121508,gm. Zawoja,8,7199,5451,1897,3554,1,66,0,0,0,0,0,0,0,3554,0,1,3553,142,108,34,0,3411,2085,500,73,130,89,98,312,124,,,,,,,,,
12,121509,gm. Zembrzyce,5,4481,3439,1096,2343,1,19,4,4,1,0,0,0,3,2345,3,0,2345,129,118,10,0,2216,1133,334,40,95,280,65,172,97,,,,,,,,,
15,121601,gm. Ciężkowice,5,8938,6770,2512,4258,0,28,1,1,0,0,0,0,1,4259,1,0,4259,190,142,36,0,4069,2353,388,92,151,508,117,333,107,,,,,,11.0,9.0,,
15,121602,gm. Gromnik,7,6825,5210,1844,3366,4,17,0,0,0,0,0,0,0,3365,0,0,3365,137,101,33,0,3228,2195,197,74,121,239,39,298,44,,,,,,16.0,5.0,,
15,121603,gm. Lisia Góra,12,11425,8739,2786,5953,1,11,2,2,0,0,0,0,2,5951,2,0,5951,199,148,41,0,5752,3523,659,97,197,428,105,523,191,,,,,,11.0,18.0,,
15,121604,gm. Pleśna,11,9392,7210,2445,4765,5,20,0,0,0,0,0,0,0,4765,0,0,4765,192,124,40,0,4573,2582,532,101,173,421,112,501,126,,,,,,11.0,14.0,,
15,121605,gm. Radłów,8,7939,6067,2341,3726,5,21,0,0,0,0,0,0,0,3724,0,0,3724,175,135,39,0,3549,2050,523,70,162,226,64,372,60,,,,,,14.0,8.0,,
15,121606,gm. Ryglice,9,9186,6923,2721,4202,4,28,0,0,0,0,0,0,0,4202,0,0,4202,180,142,32,0,4022,2476,431,104,178,212,73,418,92,,,,,,28.0,10.0,,
15,121607,gm. Rzepiennik Strzyżewski,6,5335,4070,1298,2772,2,18,0,0,0,0,0,0,0,2772,0,0,2772,84,52,20,0,2688,1782,184,66,79,228,50,239,47,,,,,,9.0,4.0,,
15,121608,gm. Skrzyszów,9,10908,8380,2720,5660,13,14,1,1,0,0,0,0,1,5661,1,0,5661,192,150,37,0,5469,3190,679,128,248,257,145,594,191,,,,,,18.0,19.0,,
15,121609,gm. Tarnów,24,19758,15179,3998,11181,7,51,5,5,0,0,0,0,5,11186,5,1,11185,296,218,73,0,10889,5948,1530,247,532,606,383,1027,540,,,,,,48.0,28.0,,
15,121610,gm. Tuchów,16,14221,10918,3529,7389,0,37,44,44,0,0,0,0,44,7432,44,0,7432,237,170,59,0,7195,4437,859,160,311,408,168,631,185,,,,,,20.0,16.0,,
15,121611,gm. Wierzchosławice,8,8549,6570,1899,4671,3,13,2,2,0,0,0,0,2,4672,2,0,4672,175,128,37,0,4497,2517,691,79,201,302,113,414,153,,,,,,15.0,12.0,,
15,121612,gm. Wietrzychowice,5,3268,2563,1143,1420,0,6,0,0,0,0,0,0,0,1420,0,0,1420,82,60,22,0,1338,516,87,17,36,551,22,75,27,,,,,,3.0,4.0,,
15,121613,gm. Wojnicz,11,10559,8100,2711,5389,2,31,2,2,1,0,0,0,1,5385,1,0,5385,177,126,37,0,5208,3040,664,110,253,278,123,526,179,,,,,,26.0,9.0,,
15,121614,gm. Zakliczyn,11,9688,7393,2554,4839,2,62,0,0,0,0,0,0,0,4838,0,0,4838,216,176,35,0,4622,2716,695,111,155,333,160,341,92,,,,,,8.0,11.0,,
15,121615,gm. Żabno,11,15127,11626,4194,7432,8,44,0,0,0,0,0,0,0,7432,0,4,7428,251,173,75,0,7177,4140,791,116,276,788,166,620,236,,,,,,29.0,15.0,,
15,121616,gm. Szerzyny,5,6377,4860,1828,3032,1,9,0,0,0,0,0,0,0,3028,0,0,3028,121,98,23,0,2907,1798,269,41,89,400,32,233,36,,,,,,6.0,3.0,,
14,121701,m. Zakopane,24,22804,17151,4644,12507,15,930,28,27,1,0,0,0,26,12525,26,0,12525,260,183,74,0,12265,5275,3278,346,560,188,485,872,984,,249.0,,,,,28.0,,
14,121702,gm. Biały Dunajec,8,5512,4230,1854,2376,0,38,1,1,0,0,0,0,1,2377,1,0,2377,64,49,12,0,2313,1549,262,41,96,126,13,160,40,,14.0,,,,,12.0,,
14,121703,gm. Bukowina Tatrzańska,10,10164,7740,2856,4884,2,170,0,0,0,0,0,0,0,4884,0,0,4884,146,95,34,0,4738,3246,628,78,145,137,82,258,131,,24.0,,,,,9.0,,
14,121704,gm. Kościelisko,4,6653,5091,1985,3106,3,101,5,5,0,0,0,0,5,3108,5,0,3108,90,58,32,0,3018,1763,542,69,126,65,61,263,101,,17.0,,,,,11.0,,
14,121705,gm. Poronin,8,8693,6609,2715,3894,6,98,0,0,0,0,0,0,0,3894,0,0,3894,124,102,22,0,3770,2246,714,72,137,105,28,331,102,,28.0,,,,,7.0,,
12,121801,gm. Andrychów,23,34787,26651,7007,19644,18,72,18,17,1,0,0,0,16,19655,16,0,19655,582,463,97,0,19073,9152,3864,728,731,445,952,2083,1118,,,,,,,,,
12,121802,gm. Brzeźnica,7,7999,6073,2287,3786,1,21,0,0,0,0,0,0,0,3783,0,0,3783,148,117,28,0,3635,1881,696,123,143,150,159,273,210,,,,,,,,,
12,121803,gm. Kalwaria Zebrzydowska,16,15793,12055,3935,8120,9,77,1,1,0,0,0,0,1,8119,1,0,8119,250,205,36,0,7869,3885,1785,193,327,293,229,703,454,,,,,,,,,
12,121804,gm. Lanckorona,4,4748,3589,1384,2205,1,13,0,0,0,0,0,0,0,2204,0,0,2204,109,88,21,0,2095,1003,364,55,121,116,70,224,142,,,,,,,,,
12,121805,gm. Mucharz,5,3163,2409,687,1722,0,31,0,0,0,0,0,0,0,1722,0,0,1722,43,34,7,0,1679,887,246,36,60,143,75,134,98,,,,,,,,,
